data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,2,0,0,0,0,0,0,0,0,0
DNA_16384,1,0,0,2,0,0,0,0,0,0
DNA_262144,60,5,9,160,2,6,9,2,6,8
DNA_524288,62,5,5,176,0,3,6,0,3,6
DNA_1048576,232,23,24,532,1,22,38,8,26,37
proteins_1048576,112,6,6,76,0,4,14,5,10,13
realDNA_1048576,286,27,27,845,4,23,51,6,26,51
english_1048576,194,0,4,7,4,8,11,2,3,6
DNA_2097152,271,23,34,1733,2,17,27,2,16,29
proteins_2097152,119,7,7,389,3,7,11,8,17,19
realDNA_2097152,623,248,70,8197,12,46,253,6,36,297
english_2097152,1093,2,15,27,6,21,72,14,26,36
DNA_4194304,1209,92,149,3931,1454,65,91,7,74,88
proteins_4194304,486,24,28,401,18,36,242,28,42,50
realDNA_4194304,640,208,115,86991,292,490,1348,263,540,5522
english_4194304,409,2,10,18,8,18,32,17,27,33
DNA_8388608,1790,102,276,18233,27,178,154,34,167,199
proteins_8388608,903,31,48,2067,9,31,40,16,37,46
