data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,2,0,0,0,0,0,0,0,0,0
DNA_16384,1,0,0,12,0,0,0,0,0,0
DNA_262144,67,2,2,68,0,1,3,0,1,3
DNA_524288,71,5,5,194,0,3,6,0,3,6
DNA_1048576,264,26,30,587,6,27,38,11,30,37
proteins_1048576,103,6,6,70,1,6,16,4,8,10
realDNA_1048576,268,26,34,779,8,24,32,6,20,29
english_1048576,180,0,2,5,1,3,7,1,3,6
DNA_2097152,258,21,28,881,8,25,36,6,24,34
proteins_2097152,124,7,8,99,0,5,8,2,382,9
realDNA_2097152,452,194,64,9201,4,31,190,3,28,242
english_2097152,464,1,9,15,5,12,21,9,16,22
DNA_4194304,1205,97,181,11745,27,168,211,16,199,250
proteins_4194304,560,27,33,309,4,20,38,18,51,77
realDNA_4194304,632,228,109,56309,258,301,2432,708,1132,2486
english_4194304,402,3,12,20,5,14,23,15,21,26
DNA_8388608,3426,318,931,49603,924,1466,1114,864,1428,1444
proteins_8388608,891,34,55,663,28,56,44,16,36,44
