data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,9,0,0,0,0,0,0
DNA_262144,14,1,3,121,0,1,4,0,1,2
DNA_524288,13,3,5,323,0,3,3,0,3,3
DNA_1048576,51,9,20,1019,2,15,35,1,14,15
proteins_1048576,78,3,11,335,0,6,11,1,6,6
realDNA_1048576,93,15,32,959,1,13,15,1,22,41
english_1048576,89,1,4,4,1,5,21,4,8,8
DNA_2097152,105,12,29,1453,2,17,16,2,15,16
proteins_2097152,47,4,8,109,4,10,13,8,11,6
realDNA_2097152,98,12,32,1371,3,21,19,3,18,29
english_2097152,258,1,8,7,6,13,18,9,15,16
DNA_4194304,353,49,159,7015,7,76,172,5,77,153
proteins_4194304,173,14,31,251,7,22,22,14,29,27
realDNA_4194304,219,31,102,4524,6,62,119,14,70,116
english_4194304,135,2,10,10,1,10,22,13,20,20
DNA_8388608,693,93,386,35116,1108,2240,24648,98,348,534
proteins_8388608,445,26,72,1262,27,89,45,16,38,33
