data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,-1,-1,-1,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,1,0,0,0,0,0,0,0,0,0
DNA_262144,27,0,2,28,0,0,0,2,2,2
DNA_524288,61,0,2,20,0,0,0,1,1,1
DNA_1048576,139,7,10,688,0,0,0,4,4,4
proteins_1048576,59,2,2,59,0,0,0,1,1,1
realDNA_1048576,156,7,14,765,0,0,0,1,1,1
english_1048576,113,0,1,3,0,0,0,2,2,2
DNA_2097152,326,15,22,2074,4,4,4,12,12,12
proteins_2097152,274,4,5,158,1,1,1,1,1,1
realDNA_2097152,347,0,12,846,2,2,2,4,4,4
english_2097152,233,0,2,4,8,8,8,3,3,3
