data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,2,12,0,0,0,0,0,0
DNA_524288,0,0,5,27,0,0,0,1,1,1
DNA_1048576,0,0,12,62,1,1,1,4,4,4
proteins_1048576,0,0,2,3,0,0,0,3,3,3
realDNA_1048576,0,0,5,16,0,0,0,1,1,1
english_1048576,0,0,1,2,0,0,0,2,2,2
DNA_2097152,0,2,12,29,0,0,0,3,3,3
proteins_2097152,0,2,10,29,0,0,0,43,43,43
realDNA_2097152,0,0,22,142,0,0,0,38,38,38
english_2097152,0,19,6,7,1,1,1,1,1,1
