data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,19,0,0,0,0,0,0,0,0,0
DNA_16384,64,0,0,0,0,0,0,0,0,0
DNA_262144,3942,0,0,13,0,0,0,0,0,0
DNA_524288,11410,0,0,18,0,0,0,0,0,0
DNA_1048576,32686,0,0,52,0,0,0,2,2,2
proteins_1048576,32488,0,0,0,0,0,0,0,0,0
realDNA_1048576,32941,0,0,2,1,1,1,1,1,1
english_1048576,32480,0,0,0,0,0,0,1,1,1
DNA_2097152,101184,32,0,387,1957,1957,1957,7,7,7
proteins_2097152,108407,57,17,44,12,12,12,96,96,96
realDNA_2097152,133494,32,13,22,13,13,13,42,42,42
english_2097152,98149,41,32,45,22,22,22,177,177,177
