data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,2,0,0,0,0,0,0
DNA_262144,13,2,3,87,0,0,0,0,0,0
DNA_524288,20,5,4,478,0,0,0,1,1,1
DNA_1048576,53,12,10,716,3,3,3,2,2,2
proteins_1048576,32,2,2,59,1,1,1,1,1,1
realDNA_1048576,67,12,9,925,1,1,1,2,2,2
english_1048576,44,0,1,2,0,0,0,3,3,3
DNA_2097152,173,4,19,63,6,6,6,12,12,12
proteins_2097152,69,6,8,193,0,0,0,3,3,3
realDNA_2097152,233,2,21,205,1,1,1,20,20,20
english_2097152,169,3,7,50,1,1,1,2,2,2
