data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,1,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,15,0,2,4,39,39,39,0,0,0
DNA_524288,43,1,13,51,0,0,0,0,0,0
DNA_1048576,85,12,14,524,2,2,2,3,3,3
proteins_1048576,31,2,2,64,0,0,0,1,1,1
realDNA_1048576,74,17,16,1403,0,0,0,2,2,2
english_1048576,45,0,1,2,0,0,0,6,6,6
DNA_2097152,143,25,18,1486,1,1,1,4,4,4
proteins_2097152,68,6,7,519,2,2,2,3,3,3
realDNA_2097152,147,26,20,2707,1,1,1,2,2,2
english_2097152,91,0,2,6,1,1,1,2,2,2
DNA_4194304,480,15,102,145,2,2,2,26,26,26
