data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,3,0,0,0,0,0,0
DNA_16384,0,0,0,8,0,0,0,0,0,0
DNA_262144,0,0,1,67,0,0,0,0,0,0
DNA_524288,0,1,5,198,1,1,1,1,1,1
DNA_1048576,0,1,7,220,0,0,0,1,1,1
proteins_1048576,0,0,6,163,2,2,2,1,1,1
realDNA_1048576,0,0,8,819,1,1,1,8,8,8
english_1048576,0,2,5,79,1,1,1,5,5,5
DNA_2097152,0,1,20,3927,0,0,0,2,2,2
proteins_2097152,0,1,8,408,1,1,1,18,18,18
realDNA_2097152,0,1,105,622,0,0,0,124,124,124
english_2097152,0,1,8,73,6,6,6,11,11,11
