data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,4,0,0,0,0,0,0
DNA_524288,0,0,2,14,0,0,0,1,1,1
DNA_1048576,0,13,9,807,2,2,2,1,1,1
proteins_1048576,0,0,2,4,0,0,0,0,0,0
realDNA_1048576,0,12,8,787,0,0,0,1,1,1
english_1048576,0,0,2,6,0,0,0,1,1,1
DNA_2097152,0,15,18,954,6,6,6,1,1,1
proteins_2097152,0,4,9,14,4,4,4,13,13,13
realDNA_2097152,0,7,17,768,1,1,1,107,107,107
english_2097152,0,5,6,118,2,2,2,12,12,12
