data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,12,0,0,0,0,0,0
DNA_524288,0,0,5,11,0,0,0,2,2,2
DNA_1048576,0,0,11,61,1,1,1,2,2,2
proteins_1048576,0,0,3,3,0,0,0,3,3,3
realDNA_1048576,0,0,7,27,0,0,0,3,3,3
english_1048576,0,2,4,4,20,20,20,4,4,4
DNA_2097152,0,0,19,134,1,1,1,3,3,3
proteins_2097152,0,0,6,30,0,0,0,2,2,2
realDNA_2097152,0,0,22,142,2,2,2,4,4,4
english_2097152,0,4,9,11,3,3,3,16,16,16
