data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,3,0,0,1,0,0,0,0,0,0
DNA_8192,3,0,0,3,0,0,0,0,0,0
DNA_16384,2,0,0,2,0,0,0,0,0,0
DNA_262144,88,0,1,7,0,0,0,0,0,0
DNA_524288,113,1,3,395,0,0,0,0,0,0
DNA_1048576,200,13,11,4533,1,1,1,1,1,1
proteins_1048576,197,3,3,385,1,1,1,5,5,5
realDNA_1048576,287,12,9,5391,0,0,0,2,2,2
english_1048576,186,0,2,14,0,0,0,7,7,7
DNA_2097152,408,25,18,12831,1,1,1,4,4,4
proteins_2097152,425,6,5,1226,27,27,27,4,4,4
realDNA_2097152,558,26,19,15325,2,2,2,12,12,12
english_2097152,717,0,2,2,1,1,1,2,2,2
DNA_4194304,1294,3,36,943,1,1,1,6,6,6
