data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,3,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,3,0,0,0,0,0,0
DNA_16384,2,0,0,9,6,6,6,0,0,0
DNA_262144,49,2,1,677,0,0,0,0,0,0
DNA_524288,94,5,4,1575,0,0,0,1,1,1
DNA_1048576,199,12,9,5321,0,0,0,1,1,1
proteins_1048576,196,3,3,346,1,1,1,5,5,5
realDNA_1048576,305,12,9,5307,0,0,0,2,2,2
english_1048576,180,0,1,184,0,0,0,3,3,3
DNA_2097152,462,1,12,293,1,1,1,3,3,3
proteins_2097152,538,6,6,946,0,0,0,3,3,3
realDNA_2097152,588,2,12,1143,1,1,1,2,2,2
english_2097152,405,2,3,199,19,19,19,10,10,10
