data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,6,6,6
DNA_262144,13,2,2,199,0,0,0,0,0,0
DNA_524288,16,5,9,483,0,0,0,1,1,1
DNA_1048576,57,12,10,645,0,0,0,3,3,3
proteins_1048576,31,0,1,3,0,0,0,0,0,0
realDNA_1048576,61,2,8,48,4,4,4,6,6,6
english_1048576,45,0,1,2,1,1,1,1,1,1
DNA_2097152,151,25,17,2385,1,1,1,3,3,3
proteins_2097152,75,3,8,26,3,3,3,22,22,22
realDNA_2097152,164,1,12,52,1,1,1,44,44,44
english_2097152,92,4,4,126,0,0,0,3,3,3
