data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,1,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,13,2,2,98,72,72,72,0,0,0
DNA_524288,16,5,3,253,0,0,0,3,3,3
DNA_1048576,52,12,11,1304,0,0,0,1,1,1
proteins_1048576,34,0,1,3,0,0,0,1,1,1
realDNA_1048576,60,1,6,73,3,3,3,1,1,1
english_1048576,43,0,1,2,0,0,0,2,2,2
DNA_2097152,169,6,27,89,3,3,3,16,16,16
proteins_2097152,73,6,5,228,3,3,3,2,2,2
realDNA_2097152,139,26,21,2503,24,24,24,6,6,6
english_2097152,95,6,11,14,3,3,3,7,7,7
