data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,2,0,0,4,0,0,0,0,0,0
DNA_16384,2,0,0,12,0,0,0,0,0,0
DNA_262144,44,2,2,657,0,0,0,0,0,0
DNA_524288,91,1,2,386,133,133,133,1,1,1
DNA_1048576,187,12,9,5353,0,0,0,1,1,1
proteins_1048576,333,0,1,2,0,0,0,0,0,0
realDNA_1048576,195,3,7,1555,1,1,1,317,317,317
english_1048576,189,0,1,2,20,20,20,4,4,4
DNA_2097152,412,27,23,13859,3,3,3,3,3,3
proteins_2097152,688,6,5,956,4,4,4,3,3,3
realDNA_2097152,410,27,20,15490,2,2,2,5,5,5
english_2097152,406,1,3,4,1,1,1,13,13,13
