data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,6,0,0,0,0,0,0,0,0,0
DNA_262144,32,2,2,244,0,0,0,0,0,0
DNA_524288,61,1,4,212,0,0,0,1,1,1
DNA_1048576,178,7,9,685,1,1,1,1,1,1
proteins_1048576,57,2,2,59,0,0,0,1,1,1
realDNA_1048576,158,12,14,766,1,1,1,1,1,1
english_1048576,113,0,1,10,0,0,0,1,1,1
DNA_2097152,335,3,15,546,5,5,5,12,12,12
proteins_2097152,187,4,5,186,0,0,0,3,3,3
realDNA_2097152,390,100,68,9094,2,2,2,5,5,5
english_2097152,236,2,7,24,2,2,2,4,4,4
