data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,3,0,0,0,0,0,0
DNA_524288,0,0,3,6,0,0,0,0,0,0
DNA_1048576,0,0,8,13,0,0,0,1,1,1
proteins_1048576,0,0,2,3,0,0,0,3,3,3
realDNA_1048576,0,0,7,12,0,0,0,2,2,2
english_1048576,0,0,2,3,1,1,1,4,4,4
DNA_2097152,0,1,26,32,11,11,11,21,21,21
proteins_2097152,0,31,80,74,58,58,58,447,447,447
realDNA_2097152,0,1,24,32,16,16,16,37,37,37
english_2097152,0,415,153,51,268,268,268,946,946,946
