data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,-1,-1,-1,0,0,0
DNA_8192,15,0,0,0,0,0,0,0,0,0
DNA_16384,55,0,0,0,0,0,0,0,0,0
DNA_262144,4193,0,0,2,0,0,0,0,0,0
DNA_524288,11542,0,0,1,0,0,0,0,0,0
DNA_1048576,33373,0,0,40,0,0,0,1,1,1
proteins_1048576,32029,0,0,11,0,0,0,0,0,0
realDNA_1048576,32939,0,0,52,0,0,0,1,1,1
english_1048576,32542,0,0,1,0,0,0,2,2,2
DNA_2097152,103379,72,5,5559,6,6,6,17,17,17
proteins_2097152,98095,16,1,359,6,6,6,15,15,15
realDNA_2097152,100574,527,1,74,350,350,350,65,65,65
english_2097152,98504,1011,1665,1100,2692,2692,2692,155,155,155
