data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,18,0,0,0,1,1,1,0,0,0
DNA_16384,46,0,0,0,0,0,0,0,0,0
DNA_262144,3881,0,0,2,0,0,0,0,0,0
DNA_524288,11385,0,0,5,0,0,0,1,1,1
DNA_1048576,34393,1,1,3,0,0,0,2,2,2
proteins_1048576,32058,0,0,11,0,0,0,0,0,0
realDNA_1048576,33426,0,0,13,0,0,0,2,2,2
english_1048576,32081,0,0,6,0,0,0,0,0,0
DNA_2097152,102385,311,1035,727,2339,2339,2339,560,560,560
proteins_2097152,97935,28,51,1767,54,54,54,511,511,511
realDNA_2097152,143276,91,61,215,61,61,61,250,250,250
english_2097152,140812,19,26,25,46,46,46,122,122,122
