data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,18,0,0,0,0,0,0,0,0,0
DNA_16384,58,0,0,0,0,0,0,0,0,0
DNA_262144,3801,0,0,9,0,0,0,0,0,0
DNA_524288,11494,0,0,4,0,0,0,1,1,1
DNA_1048576,33193,0,0,49,0,0,0,1,1,1
proteins_1048576,31633,0,0,0,0,0,0,0,0,0
realDNA_1048576,32795,0,0,14,1,1,1,3,3,3
english_1048576,33056,0,0,0,7,7,7,1,1,1
DNA_2097152,102824,9,17,3112,49,49,49,140,140,140
proteins_2097152,130308,20,25,1452,9,9,9,114,114,114
realDNA_2097152,101205,14,45,2814,24,24,24,49,49,49
english_2097152,99489,59,22,22,19,19,19,179,179,179
