data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,2,0,0,0,0,0,0
DNA_524288,0,0,3,6,0,0,0,1,1,1
DNA_1048576,0,2,6,13,1,1,1,4,4,4
proteins_1048576,0,0,1,3,0,0,0,0,0,0
realDNA_1048576,0,0,5,13,0,0,0,1,1,1
english_1048576,0,0,1,3,0,0,0,0,0,0
DNA_2097152,0,64,567,30,5,5,5,23,23,23
proteins_2097152,0,31,107,201,33,33,33,537,537,537
realDNA_2097152,0,52,107,118,56,56,56,275,275,275
english_2097152,0,22,39,7,1,1,1,7,7,7
