data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,1,0,0,0,0,0,0,0,0,0
DNA_262144,28,0,1,3,0,0,0,0,0,0
DNA_524288,83,3,3,303,0,0,0,1,1,1
DNA_1048576,156,12,17,712,1,1,1,1,1,1
proteins_1048576,104,2,2,62,0,0,0,1,1,1
realDNA_1048576,148,0,6,15,0,0,0,2,2,2
english_1048576,109,0,1,2,0,0,0,1,1,1
DNA_2097152,320,14,18,1932,0,0,0,3,3,3
proteins_2097152,169,5,8,339,43,43,43,74,74,74
realDNA_2097152,353,79,24,11967,2,2,2,3,3,3
english_2097152,245,1,3,69,2,2,2,3,3,3
