data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,5,0,0,0,0,0,0
DNA_524288,0,0,2,11,0,0,0,1,1,1
DNA_1048576,0,0,5,15,0,0,0,2,2,2
proteins_1048576,0,0,2,13,0,0,0,0,0,0
realDNA_1048576,0,0,13,28,0,0,0,1,1,1
english_1048576,0,0,2,7,0,0,0,0,0,0
DNA_2097152,0,0,16,57,2,2,2,116,116,116
proteins_2097152,0,4,14,34,2,2,2,22,22,22
realDNA_2097152,0,1,16,31,0,0,0,4,4,4
english_2097152,0,0,3,5,0,0,0,2,2,2
