data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,1,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,2,4,0,0,0,1,1,1
DNA_524288,0,1,4,44,0,0,0,1,1,1
DNA_1048576,0,14,10,489,1,1,1,6,6,6
proteins_1048576,0,3,2,55,0,0,0,1,1,1
realDNA_1048576,0,13,8,754,0,0,0,2,2,2
english_1048576,0,0,2,3,0,0,0,5,5,5
DNA_2097152,0,28,23,1222,1,1,1,4,4,4
proteins_2097152,0,6,8,443,16,16,16,13,13,13
realDNA_2097152,0,34,19,2471,2,2,2,2,2,2
english_2097152,0,0,2,6,1,1,1,2,2,2
DNA_4194304,0,3,42,107,6,6,6,151,151,151
