data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,-1,-1,-1,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,21,0,0,0,0,0,0
DNA_524288,0,0,3,19,0,0,0,0,0,0
DNA_1048576,0,13,10,532,0,0,0,1,1,1
proteins_1048576,0,3,2,53,0,0,0,1,1,1
realDNA_1048576,0,12,9,1021,570,570,570,1,1,1
english_1048576,0,0,2,4,0,0,0,3,3,3
DNA_2097152,0,25,18,2015,1,1,1,3,3,3
proteins_2097152,0,7,9,938,1,1,1,1,1,1
realDNA_2097152,0,6,19,217,10,10,10,19,19,19
english_2097152,0,0,7,9,1,1,1,13,13,13
