data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,18,0,0,0,0,0,0,0,0,0
DNA_16384,49,0,0,0,0,0,0,0,0,0
DNA_262144,4081,0,0,14,0,0,0,0,0,0
DNA_524288,11562,0,0,4,0,0,0,1,1,1
DNA_1048576,33072,0,0,49,0,0,0,1,1,1
proteins_1048576,31689,0,0,12,0,0,0,1,1,1
realDNA_1048576,32930,0,0,56,0,0,0,2,2,2
english_1048576,32531,0,0,2,0,0,0,1,1,1
DNA_2097152,103493,24,6,26,28,28,28,461,461,461
proteins_2097152,99071,11,4,163,1,1,1,6,6,6
realDNA_2097152,101887,255,12,1116,95,95,95,356,356,356
english_2097152,98991,3415,1520,1638,2086,2086,2086,1005,1005,1005
