data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,15,3,3,104,82,82,82,4,4,4
DNA_524288,16,1,2,74,1,1,1,2,2,2
DNA_1048576,50,12,11,720,453,453,453,1,1,1
proteins_1048576,30,2,2,59,0,0,0,1,1,1
realDNA_1048576,59,13,336,874,1,1,1,1,1,1
english_1048576,42,0,1,11,0,0,0,3,3,3
DNA_2097152,156,5,12,541,6,6,6,13,13,13
proteins_2097152,71,7,9,187,2,2,2,15,15,15
realDNA_2097152,139,27,24,2419,8,8,8,19,19,19
english_2097152,96,19,2,76,72,72,72,44,44,44
