data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,2,3,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,2,80,0,0,0,0,0,0
DNA_524288,0,0,3,66,0,0,0,1,1,1
DNA_1048576,0,0,17,2419,2,2,2,6,6,6
proteins_1048576,0,1,6,164,3,3,3,5,5,5
realDNA_1048576,0,1,19,2745,0,0,0,3,3,3
english_1048576,0,0,2,14,2,2,2,6,6,6
DNA_2097152,0,4,38,13092,1,1,1,5,5,5
proteins_2097152,0,0,7,567,29,29,29,18,18,18
realDNA_2097152,0,19,99,2626,18,18,18,75,75,75
english_2097152,0,1,4,40,1,1,1,28,28,28
