data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,1,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,3,0,0,0,1,1,1
DNA_524288,0,0,2,11,0,0,0,0,0,0
DNA_1048576,0,0,10,62,1,1,1,6,6,6
proteins_1048576,0,0,4,14,1,1,1,5,5,5
realDNA_1048576,0,0,9,66,0,0,0,2,2,2
english_1048576,0,0,1,2,0,0,0,4,4,4
DNA_2097152,0,0,19,138,1,1,1,12,12,12
proteins_2097152,0,1,12,63,44,44,44,28,28,28
realDNA_2097152,0,0,21,141,2,2,2,3,3,3
english_2097152,0,0,3,6,1,1,1,2,2,2
DNA_4194304,0,4,63,61,1,1,1,16,16,16
