data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,2,2,97,0,0,0,1,1,1
DNA_524288,0,1,3,55,1,1,1,0,0,0
DNA_1048576,0,13,11,595,3,3,3,1,1,1
proteins_1048576,0,3,2,53,0,0,0,1,1,1
realDNA_1048576,0,13,11,746,2,2,2,2,2,2
english_1048576,0,0,2,12,0,0,0,2,2,2
DNA_2097152,0,6,12,471,1,1,1,4,4,4
proteins_2097152,0,19,35,268,6,6,6,20,20,20
realDNA_2097152,0,27,36,2011,2,2,2,9,9,9
english_2097152,0,3,6,23,2,2,2,2,2,2
