data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,3,2,102,34,34,34,0,0,0
DNA_524288,0,6,5,243,147,147,147,1,1,1
DNA_1048576,0,13,11,555,3,3,3,7,7,7
proteins_1048576,0,0,1,4,0,0,0,0,0,0
realDNA_1048576,0,3,9,44,4,4,4,6,6,6
english_1048576,0,0,1,3,0,0,0,1,1,1
DNA_2097152,0,25,24,1862,2,2,2,2,2,2
proteins_2097152,0,38,63,137,29,29,29,48,48,48
realDNA_2097152,0,1,14,52,1,1,1,5,5,5
english_2097152,0,6,7,143,0,0,0,3,3,3
