data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,2,0,0,0,0,0,0,0,0,0
DNA_16384,1,0,0,2,0,0,0,0,0,0
DNA_262144,29,1,2,212,0,0,0,0,0,0
DNA_524288,98,3,3,249,0,0,0,1,1,1
DNA_1048576,131,7,10,1154,0,0,0,2,2,2
proteins_1048576,60,2,2,57,0,0,0,4,4,4
realDNA_1048576,210,7,8,780,1,1,1,2,2,2
english_1048576,110,0,1,3,0,0,0,3,3,3
DNA_2097152,382,3,16,918,2,2,2,3,3,3
proteins_2097152,149,4,5,228,0,0,0,12,12,12
realDNA_2097152,472,0,20,755,2,2,2,2,2,2
english_2097152,275,19,32,126,41,41,41,2,2,2
