data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,1,0,0,4,0,0,0,0,0,0
DNA_16384,2,0,0,0,0,0,0,0,0,0
DNA_262144,81,2,1,630,0,0,0,0,0,0
DNA_524288,93,6,4,1547,0,0,0,1,1,1
DNA_1048576,189,12,29,4817,1,1,1,2,2,2
proteins_1048576,188,1,2,0,0,0,0,0,0,0
realDNA_1048576,205,2,8,234,4,4,4,7,7,7
english_1048576,194,0,1,1,0,0,0,1,1,1
DNA_2097152,413,25,19,13831,1,1,1,2,2,2
proteins_2097152,754,13,25,149,11,11,11,8,8,8
realDNA_2097152,475,1,13,226,1,1,1,3,3,3
english_2097152,696,5,5,704,0,0,0,3,3,3
