data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,1,0,0,0,0,0,0
DNA_262144,12,2,2,95,0,0,0,67,67,67
DNA_524288,15,1,2,63,0,0,0,3,3,3
DNA_1048576,49,12,9,719,0,0,0,6,6,6
proteins_1048576,31,1,3,4,1,1,1,2,2,2
realDNA_1048576,60,3,7,251,1,1,1,18,18,18
english_1048576,46,0,1,3,8,8,8,1,1,1
DNA_2097152,161,25,19,2028,113,113,113,3,3,3
proteins_2097152,71,16,41,257,11,11,11,18,18,18
realDNA_2097152,141,27,24,2427,7,7,7,10,10,10
english_2097152,96,3,7,10,4,4,4,14,14,14
