data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,3,0,0,0,0,0,0
DNA_524288,0,1,5,7,1,1,1,3,3,3
DNA_1048576,0,0,12,68,1,1,1,2,2,2
proteins_1048576,0,1,3,5,0,0,0,4,4,4
realDNA_1048576,0,0,10,63,0,0,0,1,1,1
english_1048576,0,1,3,4,0,0,0,5,5,5
DNA_2097152,0,0,13,53,0,0,0,2,2,2
proteins_2097152,0,4,9,11,4,4,4,10,10,10
realDNA_2097152,0,0,14,56,1,1,1,4,4,4
english_2097152,0,0,5,26,0,0,0,3,3,3
