data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,9,0,0,0,0,0,0
DNA_262144,0,3,2,79,0,0,0,3,3,3
DNA_524288,0,1,2,57,0,0,0,1,1,1
DNA_1048576,0,12,11,610,1,1,1,4,4,4
proteins_1048576,0,0,1,3,0,0,0,3,3,3
realDNA_1048576,0,4,6,211,1,1,1,13,13,13
english_1048576,0,0,2,3,7,7,7,2,2,2
DNA_2097152,0,25,18,3058,1,1,1,3,3,3
proteins_2097152,0,6,5,138,4,4,4,12,12,12
realDNA_2097152,0,28,47,2223,10,10,10,17,17,17
english_2097152,0,4,7,10,3,3,3,13,13,13
