data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,-1,-1,-1,0,0,0
DNA_8192,2,0,0,4,0,0,0,0,0,0
DNA_16384,2,0,0,0,0,0,0,0,0,0
DNA_262144,51,1,2,163,0,0,0,0,0,0
DNA_524288,96,1,4,112,1,1,1,2,2,2
DNA_1048576,196,13,11,4606,2,2,2,6,6,6
proteins_1048576,190,3,2,385,0,0,0,1,1,1
realDNA_1048576,187,12,9,5501,0,0,0,1,1,1
english_1048576,192,0,1,14,0,0,0,2,2,2
DNA_2097152,409,25,19,14248,1,1,1,3,3,3
proteins_2097152,396,7,5,954,3,3,3,7,7,7
realDNA_2097152,425,2,13,1561,1,1,1,12,12,12
english_2097152,518,31,23,19,33,33,33,11,11,11
