data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,2,14,0,0,0,0,0,0
DNA_524288,0,0,5,27,0,0,0,1,1,1
DNA_1048576,0,0,11,61,0,0,0,1,1,1
proteins_1048576,0,0,3,13,1,1,1,4,4,4
realDNA_1048576,0,0,13,63,0,0,0,2,2,2
english_1048576,0,0,1,3,0,0,0,3,3,3
DNA_2097152,0,0,11,28,1,1,1,2,2,2
proteins_2097152,0,1,8,31,1,1,1,24,24,24
realDNA_2097152,0,0,13,37,4,4,4,10,10,10
english_2097152,0,2,8,14,5,5,5,13,13,13
