data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,1,0,0,0,0,0,0,0,0,0
DNA_262144,27,0,1,3,0,0,0,0,0,0
DNA_524288,60,0,2,7,0,0,0,1,1,1
DNA_1048576,142,672,13,892,0,0,0,1,1,1
proteins_1048576,60,0,1,3,0,0,0,1,1,1
realDNA_1048576,210,7,8,845,0,0,0,1,1,1
english_1048576,110,0,1,6,0,0,0,1,1,1
DNA_2097152,314,3,12,462,3,3,3,1,1,1
proteins_2097152,140,1,3,5,0,0,0,2,2,2
realDNA_2097152,346,5,19,2575,348,348,348,4,4,4
english_2097152,282,4,5,129,0,0,0,24,24,24
