data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,1,0,0,0,0,0,0
DNA_16384,0,0,0,3,0,0,0,0,0,0
DNA_262144,0,0,2,224,0,0,0,1,1,1
DNA_524288,0,1,6,619,0,0,0,1,1,1
DNA_1048576,0,1,13,2286,1,1,1,1,1,1
proteins_1048576,0,0,3,137,0,0,0,1,1,1
realDNA_1048576,0,2,13,2643,0,0,0,1,1,1
english_1048576,0,1,2,16,2,2,2,6,6,6
DNA_2097152,0,24,56,502,130,130,130,159,159,159
proteins_2097152,0,1,22,691,1,1,1,32,32,32
realDNA_2097152,0,0,18,1253,1,1,1,11,11,11
english_2097152,0,1,5,111,1,1,1,2,2,2
