data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,18,0,0,0,0,0,0,0,0,0
DNA_16384,69,0,0,0,0,0,0,0,0,0
DNA_262144,3858,0,0,11,0,0,0,0,0,0
DNA_524288,11395,0,0,18,0,0,0,1,1,1
DNA_1048576,33596,0,0,43,0,0,0,1,1,1
proteins_1048576,31861,0,0,11,0,0,0,1,1,1
realDNA_1048576,33294,0,0,53,0,0,0,4,4,4
english_1048576,32066,0,0,0,0,0,0,2,2,2
DNA_2097152,103587,19,5,2,2,2,2,3,3,3
proteins_2097152,97585,3,0,1299,1,1,1,4,4,4
realDNA_2097152,100442,2,1,82,2,2,2,3,3,3
english_2097152,98214,32,29,17,28,28,28,207,207,207
