data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,3,0,0,0,0,0,0
DNA_16384,0,0,0,3,0,0,0,0,0,0
DNA_262144,0,0,2,245,0,0,0,0,0,0
DNA_524288,0,0,3,182,0,0,0,1,1,1
DNA_1048576,0,1,15,4443,3,3,3,1,1,1
proteins_1048576,0,1,2,18,0,0,0,1,1,1
realDNA_1048576,0,1,11,812,0,0,0,0,0,0
english_1048576,0,1,2,10,0,0,0,1,1,1
DNA_2097152,0,11,126,15454,1,1,1,46,46,46
proteins_2097152,0,1,14,673,1,1,1,3,3,3
realDNA_2097152,0,1,31,16354,1,1,1,2,2,2
english_2097152,0,2,4,100,61,61,61,16,16,16
