data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,2,0,0,0,0,0,0,0,0,0
DNA_8192,20,1,0,0,0,0,0,0,0,0
DNA_16384,47,0,0,0,0,0,0,0,0,0
DNA_262144,3916,0,0,0,0,0,0,0,0,0
DNA_524288,11413,0,0,5,0,0,0,0,0,0
DNA_1048576,33155,0,0,46,0,0,0,1,1,1
proteins_1048576,32418,0,0,11,0,0,0,1,1,1
realDNA_1048576,33013,0,0,53,0,0,0,1,1,1
english_1048576,32013,0,0,0,0,0,0,3,3,3
DNA_2097152,103780,11,25,18014,212,212,212,1007,1007,1007
proteins_2097152,98695,0,2,162,28,28,28,2,2,2
realDNA_2097152,102079,7,16,11824,43,43,43,101,101,101
english_2097152,97083,4,2,0,2,2,2,3,3,3
