data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,2,0,0,0,2,2,2
DNA_524288,0,0,2,5,0,0,0,0,0,0
DNA_1048576,0,0,7,12,0,0,0,2,2,2
proteins_1048576,0,0,2,3,0,0,0,1,1,1
realDNA_1048576,0,0,7,13,0,0,0,2,2,2
english_1048576,0,0,1,3,0,0,0,2,2,2
DNA_2097152,0,6,77,52,68,68,68,200,200,200
proteins_2097152,0,0,3,6,1,1,1,1,1,1
realDNA_2097152,0,4,40,41,65,65,65,72,72,72
english_2097152,0,0,3,16,50,50,50,99,99,99
