data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,1,0,0,0,0,0,0
DNA_262144,0,2,1,78,0,0,0,0,0,0
DNA_524288,0,6,3,242,136,136,136,1,1,1
DNA_1048576,0,13,9,617,1,1,1,2,2,2
proteins_1048576,0,2,2,47,0,0,0,1,1,1
realDNA_1048576,0,13,9,1630,0,0,0,2,2,2
english_1048576,0,0,1,2,0,0,0,3,3,3
DNA_2097152,0,4,23,228,67,67,67,16,16,16
proteins_2097152,0,6,5,148,0,0,0,2,2,2
realDNA_2097152,0,4,18,174,6,6,6,11,11,11
english_2097152,0,2,4,54,4,4,4,11,11,11
