data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,3,0,0,0,0,0,0
DNA_8192,0,0,0,3,0,0,0,0,0,0
DNA_16384,0,0,0,1,0,0,0,0,0,0
DNA_262144,0,0,2,12,0,0,0,1,1,1
DNA_524288,0,1,5,161,0,0,0,117,117,117
DNA_1048576,0,0,11,2174,0,0,0,1,1,1
proteins_1048576,0,1,5,154,1,1,1,1,1,1
realDNA_1048576,0,1,15,2646,2,2,2,1,1,1
english_1048576,0,1,7,13,2,2,2,5,5,5
DNA_2097152,0,1,34,9556,1,1,1,3,3,3
proteins_2097152,0,65,147,1353,1,1,1,3,3,3
realDNA_2097152,0,1,49,15204,1,1,1,3,3,3
english_2097152,0,3,5,91,14,14,14,47,47,47
DNA_4194304,0,20,78,1482,67,67,67,4,4,4
