data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,4,0,0,0,0,0,0,0,0,0
DNA_16384,2,0,0,2,0,0,0,0,0,0
DNA_262144,50,2,2,650,0,0,0,0,0,0
DNA_524288,170,1,2,453,1,1,1,0,0,0
DNA_1048576,338,12,9,5323,0,0,0,1,1,1
proteins_1048576,191,3,3,375,0,0,0,1,1,1
realDNA_1048576,332,12,8,5891,0,0,0,1,1,1
english_1048576,193,0,1,75,0,0,0,2,2,2
DNA_2097152,491,30,30,3320,6,6,6,14,14,14
proteins_2097152,503,25,41,1151,9,9,9,10,10,10
realDNA_2097152,405,27,20,14741,2,2,2,5,5,5
english_2097152,682,1,3,111,2,2,2,3,3,3
