data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,19,0,0,0,0,0,0,0,0,0
DNA_16384,52,0,0,0,0,0,0,0,0,0
DNA_262144,3875,0,0,0,0,0,0,0,0,0
DNA_524288,11595,0,0,0,0,0,0,1,1,1
DNA_1048576,33933,0,0,43,0,0,0,0,0,0
proteins_1048576,31847,0,0,0,0,0,0,0,0,0
realDNA_1048576,33029,0,0,51,0,0,0,1,1,1
english_1048576,32305,0,0,1,0,0,0,1,1,1
DNA_2097152,100934,215,260,128,58,58,58,774,774,774
proteins_2097152,98371,138,111,111,67,67,67,86,86,86
realDNA_2097152,100599,4,1,41,23,23,23,77,77,77
english_2097152,102120,1364,2013,1037,1511,1511,1511,538,538,538
