data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,1,0,0,0,0,0,0,0,0,0
DNA_262144,47,1,1,86,0,0,0,0,0,0
DNA_524288,86,3,3,270,0,0,0,1,1,1
DNA_1048576,136,7,8,670,2,2,2,1,1,1
proteins_1048576,58,0,1,2,0,0,0,0,0,0
realDNA_1048576,149,2,8,43,4,4,4,6,6,6
english_1048576,111,0,1,2,0,0,0,1,1,1
DNA_2097152,432,14,18,2266,1,1,1,2,2,2
proteins_2097152,140,3,7,24,3,3,3,23,23,23
realDNA_2097152,351,4,17,212,6,6,6,17,17,17
english_2097152,254,12,4,124,0,0,0,4,4,4
