data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,2,0,0,5,0,0,0,0,0,0
DNA_16384,2,0,0,0,0,0,0,0,0,0
DNA_262144,43,2,1,617,0,0,0,0,0,0
DNA_524288,102,5,3,1565,0,0,0,1,1,1
DNA_1048576,209,12,11,5068,1,1,1,7,7,7
proteins_1048576,188,1,1,1,0,0,0,1,1,1
realDNA_1048576,195,1,6,375,3,3,3,2,2,2
english_1048576,192,0,1,1,0,0,0,2,2,2
DNA_2097152,407,2,11,242,0,0,0,2,2,2
proteins_2097152,391,6,5,904,0,0,0,1,1,1
realDNA_2097152,791,33,47,18594,23,23,23,5,5,5
english_2097152,403,1,5,7,0,0,0,2,2,2
