data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,1,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,21,0,0,0,0,0,0
DNA_524288,0,1,6,631,0,0,0,1,1,1
DNA_1048576,0,1,19,2930,3,3,3,3,3,3
proteins_1048576,0,0,3,154,0,0,0,1,1,1
realDNA_1048576,0,1,7,93,0,0,0,1,1,1
english_1048576,0,5,7,14,1,1,1,5,5,5
DNA_2097152,0,4,43,16276,98,98,98,23,23,23
proteins_2097152,0,16,58,952,2,2,2,4,4,4
realDNA_2097152,0,2,34,17021,1,1,1,118,118,118
english_2097152,0,8,9,325,6,6,6,16,16,16
