data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,3,0,0,0,0,0,0
DNA_524288,0,0,3,6,0,0,0,1,1,1
DNA_1048576,0,0,7,12,0,0,0,2,2,2
proteins_1048576,0,0,2,3,0,0,0,1,1,1
realDNA_1048576,0,0,7,13,2,2,2,3,3,3
english_1048576,0,0,1,3,0,0,0,2,2,2
DNA_2097152,0,1,12,26,2,2,2,41,41,41
proteins_2097152,0,0,16,6,0,0,0,115,115,115
realDNA_2097152,0,0,28,29,1,1,1,3,3,3
english_2097152,0,49,81,55,269,269,269,337,337,337
