data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,27,0,0,0,0,0,0,0,0,0
DNA_16384,53,0,0,0,0,0,0,0,0,0
DNA_262144,3898,0,0,0,0,0,0,0,0,0
DNA_524288,11404,0,0,22,0,0,0,0,0,0
DNA_1048576,33524,0,0,51,1,1,1,1,1,1
proteins_1048576,31982,0,0,12,0,0,0,0,0,0
realDNA_1048576,33502,0,0,1,0,0,0,2,2,2
english_1048576,31990,0,0,0,0,0,0,1,1,1
DNA_2097152,102184,165,198,4810,134,134,134,90,90,90
proteins_2097152,98131,404,38,868,27,27,27,231,231,231
realDNA_2097152,100904,0,0,1005,13,13,13,31,31,31
english_2097152,100014,810,165,4955,74,74,74,226,226,226
