data,length,construction,query
english,256,147,1,160,8
english,512,1,3,14,969999999999999
english,1024,1,280,46999999999997
english,2048,0,7,45,94
english,4096,1,121,05999999999999
english,8192,1,4,314,39
english,16384,1,4,623,05
english,32768,1,2,1649,8
english,65536,1,5,1239,31
english,131072,1,2,1955,6
english,262144,1,1,4767,7699999999995
english,524288,3,2,10591,75
english,1048576,1,9,36468,86
english,2097152,1,2,37502,65
english,4194304,1,6,84812,17
english,8388608,2,1,314664,81
