data,length,construction,query
english,256,309,3,29,96
english,512,1,1,5,86
english,1024,1,5,3,3299999999999996
english,2048,1,4,8,39
english,4096,1,5,25,15
english,8192,1,1,42,07
english,16384,3,7,49,12
english,32768,2,51,279999999999994
english,65536,1,2,66,57000000000001
english,131072,1,4,199,3
english,262144,1,4,368,12
english,524288,1,9,636,53
english,1048576,1,4,2112,5099999999998
english,2097152,1,7,4488,88
english,4194304,2,8904,82
english,8388608,1,4,18599,96
