data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,1,0,0,0,6,6,6
DNA_262144,0,2,1,86,0,0,0,0,0,0
DNA_524288,0,5,3,265,0,0,0,1,1,1
DNA_1048576,0,12,8,688,0,0,0,1,1,1
proteins_1048576,0,2,4,5,1,1,1,6,6,6
realDNA_1048576,0,4,7,293,1,1,1,2,2,2
english_1048576,0,0,1,3,5,5,5,8,8,8
DNA_2097152,0,3,18,127,1,1,1,3,3,3
proteins_2097152,0,3,7,10,1,1,1,8,8,8
realDNA_2097152,0,27,24,2419,1,1,1,2,2,2
english_2097152,0,0,3,6,1,1,1,2,2,2
DNA_4194304,0,7,43,144,15,15,15,33,33,33
proteins_4194304,0,2,8,14,1,1,1,3,3,3
realDNA_4194304,0,57,170,7104,638,638,638,17,17,17
english_4194304,0,3,12,18,5,5,5,24,24,24
DNA_8388608,0,199,471,27164,1251,1251,1251,660,660,660
proteins_8388608,0,24,44,71,13,13,13,85,85,85
realDNA_8388608,0,15,232,1612,7,7,7,34,34,34
english_8388608,0,3,16,31,6,6,6,33,33,33
DNA_16777216,0,13,527,808,14,14,14,87,87,87
proteins_16777216,0,10,61,87,17,17,17,633,633,633
