data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,1,0,0,0,0,0,0
DNA_16384,1,0,0,1,0,0,0,0,0,0
DNA_262144,43,1,1,91,2,2,2,0,0,0
DNA_524288,108,3,3,287,0,0,0,1,1,1
DNA_1048576,154,7,10,804,0,0,0,1,1,1
proteins_1048576,57,0,1,4,0,0,0,0,0,0
realDNA_1048576,194,0,6,19,0,0,0,1,1,1
english_1048576,111,0,1,2,0,0,0,1,1,1
DNA_2097152,321,14,18,1956,1,1,1,12,12,12
proteins_2097152,131,4,5,164,0,0,0,2,2,2
realDNA_2097152,362,89,22,10177,2,2,2,4,4,4
english_2097152,230,1,4,6,2,2,2,10,10,10
DNA_4194304,692,0,28,380,8,8,8,8,8,8
proteins_4194304,647,9,10,427,1,1,1,4,4,4
realDNA_4194304,1154,225,120,24298,103,103,103,210,210,210
english_4194304,565,1,6,9,1,1,1,7,7,7
DNA_8388608,2525,92,388,60348,112,112,112,193,193,193
proteins_8388608,959,18,27,1164,3,3,3,1834,1834,1834
realDNA_8388608,2628,249,414,-1,1029,1029,1029,1552,1552,1552
english_8388608,1289,2,14,21,3,3,3,10,10,10
DNA_16777216,9612,1414,1689,-1,423,423,423,2311,2311,2311
proteins_16777216,2597,37,103,11504,11,11,11,41,41,41
