data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,1,0,0,4,0,0,0,0,0,0
DNA_16384,2,0,0,2,0,0,0,0,0,0
DNA_262144,77,2,1,631,0,0,0,0,0,0
DNA_524288,94,1,4,38,1,1,1,3,3,3
DNA_1048576,341,2,8,324,0,0,0,1,1,1
proteins_1048576,180,0,1,0,0,0,0,1,1,1
realDNA_1048576,261,12,8,5191,1,1,1,6,6,6
english_1048576,185,0,1,1,0,0,0,1,1,1
DNA_2097152,450,1,10,331,1,1,1,3,3,3
proteins_2097152,411,8,8,1234,0,0,0,3,3,3
realDNA_2097152,391,1,19,185,1,1,1,7,7,7
english_2097152,389,0,3,4,2,2,2,8,8,8
DNA_4194304,1782,53,60,61437,3,3,3,6,6,6
proteins_4194304,947,15,18,3381,1,1,1,7,7,7
realDNA_4194304,1156,5,36,5597,40,40,40,4,4,4
english_4194304,1359,1,7,4,2,2,2,5,5,5
DNA_8388608,2860,265,663,257981,360,360,360,553,553,553
proteins_8388608,3195,27,24,7314,5,5,5,13,13,13
realDNA_8388608,1771,10,196,4926,39,39,39,107,107,107
english_8388608,1645,3,17,8,5,5,5,17,17,17
DNA_16777216,14828,62,345,174147,614,614,614,1415,1415,1415
proteins_16777216,7486,58,103,29224,599,599,599,48,48,48
