data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,6,6,6,0,0,0
DNA_262144,22,2,2,89,0,0,0,0,0,0
DNA_524288,38,6,6,256,0,0,0,1,1,1
DNA_1048576,49,1,6,65,3,3,3,6,6,6
proteins_1048576,31,2,4,5,1,1,1,3,3,3
realDNA_1048576,59,11,8,659,1,1,1,1,1,1
english_1048576,43,0,1,3,2,2,2,1,1,1
DNA_2097152,137,25,18,1902,1,1,1,2,2,2
proteins_2097152,70,0,3,7,2,2,2,2,2,2
realDNA_2097152,137,26,20,2270,1,1,1,7,7,7
english_2097152,101,2,5,14,4,4,4,15,15,15
DNA_4194304,293,4,30,372,2,2,2,6,6,6
proteins_4194304,196,2,9,50,1,1,1,13,13,13
realDNA_4194304,339,76,126,9207,18,18,18,48,48,48
english_4194304,288,7,19,35,16,16,16,16,16,16
DNA_8388608,794,15,306,1383,6,6,6,17,17,17
proteins_8388608,426,32,61,1807,8,8,8,13,13,13
realDNA_8388608,703,11,131,1316,9,9,9,57,57,57
english_8388608,451,12,42,59,19,19,19,33,33,33
DNA_16777216,4910,236,544,-1,4169,4169,4169,4812,4812,4812
proteins_16777216,999,9,43,65,72,72,72,3216,3216,3216
