data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,1,0,0,0,0,0,0,0,0,0
DNA_262144,48,1,1,86,0,0,0,0,0,0
DNA_524288,60,0,2,7,1,1,1,3,3,3
DNA_1048576,129,0,5,51,0,0,0,2,2,2
proteins_1048576,146,0,1,2,0,0,0,1,1,1
realDNA_1048576,201,7,8,1036,1,1,1,1,1,1
english_1048576,108,0,1,2,0,0,0,1,1,1
DNA_2097152,463,0,18,59,1,1,1,4,4,4
proteins_2097152,138,5,8,186,2,2,2,14,14,14
realDNA_2097152,433,1,11,105,1,1,1,6,6,6
english_2097152,233,0,2,4,0,0,0,1,1,1
DNA_4194304,704,29,62,6773,4,4,4,8,8,8
proteins_4194304,318,8,11,453,1,1,1,3,3,3
realDNA_4194304,997,2,44,2212,4,4,4,7,7,7
english_4194304,521,3,12,15,9,9,9,19,19,19
DNA_8388608,3586,196,1178,72299,1437,1437,1437,722,722,722
proteins_8388608,954,18,32,1189,5,5,5,14,14,14
realDNA_8388608,1613,5,137,1056,15,15,15,35,35,35
english_8388608,1224,8,27,1725,7,7,7,19,19,19
DNA_16777216,9944,838,1188,-1,2287,2287,2287,3776,3776,3776
proteins_16777216,2731,37,101,23493,314,314,314,231,231,231
