data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,1,0,0,0,0,0,0
DNA_262144,0,2,2,103,0,0,0,0,0,0
DNA_524288,0,0,2,19,0,0,0,2,2,2
DNA_1048576,0,12,9,710,1,1,1,1,1,1
proteins_1048576,0,2,3,5,0,0,0,2,2,2
realDNA_1048576,0,1,6,65,0,0,0,1,1,1
english_1048576,0,0,2,3,20,20,20,7,7,7
DNA_2097152,0,25,24,1947,1,1,1,4,4,4
proteins_2097152,0,8,8,156,1,1,1,9,9,9
realDNA_2097152,0,1,13,70,2,2,2,12,12,12
english_2097152,0,4,7,10,4,4,4,19,19,19
DNA_4194304,0,52,58,5663,2,2,2,5,5,5
proteins_4194304,0,17,18,463,8,8,8,30,30,30
realDNA_4194304,0,56,80,12385,13,13,13,26,26,26
english_4194304,0,2,7,31,2,2,2,4,4,4
DNA_8388608,0,222,476,31077,1076,1076,1076,526,526,526
proteins_8388608,0,11,31,87,13,13,13,50,50,50
realDNA_8388608,0,35,157,670,43,43,43,53,53,53
english_8388608,0,15,36,49,21,21,21,33,33,33
DNA_16777216,0,298,682,-1,2332,2332,2332,664,664,664
proteins_16777216,0,172,335,42549,87,87,87,616,616,616
