data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,12,0,0,0,0,0,0
DNA_524288,0,1,4,7,1,1,1,3,3,3
DNA_1048576,0,0,5,15,0,0,0,1,1,1
proteins_1048576,0,0,1,3,0,0,0,1,1,1
realDNA_1048576,0,0,9,62,0,0,0,6,6,6
english_1048576,0,0,1,3,0,0,0,2,2,2
DNA_2097152,0,0,25,32,2,2,2,5,5,5
proteins_2097152,0,0,5,29,0,0,0,4,4,4
realDNA_2097152,0,1,12,28,1,1,1,17,17,17
english_2097152,0,1,4,7,2,2,2,10,10,10
DNA_4194304,0,0,66,300,3,3,3,7,7,7
proteins_4194304,0,0,11,59,0,0,0,3,3,3
realDNA_4194304,0,1,66,79,3,3,3,5,5,5
english_4194304,0,1,7,14,2,2,2,7,7,7
DNA_8388608,0,3,311,901,281,281,281,1119,1119,1119
proteins_8388608,0,2,27,132,4,4,4,17,17,17
realDNA_8388608,0,5,132,140,12,12,12,42,42,42
english_8388608,0,3,27,35,6,6,6,19,19,19
DNA_16777216,0,145,961,1057,166,166,166,244,244,244
proteins_16777216,0,2,85,277,25,25,25,25,25,25
