data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,1,0,0,0,0,0,0,0,0,0
DNA_16384,2,0,0,0,0,0,0,0,0,0
DNA_262144,92,2,1,623,0,0,0,0,0,0
DNA_524288,91,5,5,1543,0,0,0,1,1,1
DNA_1048576,187,1,8,412,0,0,0,1,1,1
proteins_1048576,371,1,2,148,0,0,0,1,1,1
realDNA_1048576,340,12,8,5470,0,0,0,2,2,2
english_1048576,334,0,1,8,0,0,0,0,0,0
DNA_2097152,421,3,15,827,3,3,3,11,11,11
proteins_2097152,684,6,5,944,1,1,1,1,1,1
realDNA_2097152,562,26,21,15443,1,1,1,13,13,13
english_2097152,416,6,9,7,4,4,4,8,8,8
DNA_4194304,838,4,30,3632,4,4,4,5,5,5
proteins_4194304,850,13,10,2678,1,1,1,3,3,3
realDNA_4194304,4961,58,129,70046,11,11,11,9,9,9
english_4194304,826,1,11,5,6,6,6,10,10,10
DNA_8388608,1680,6,98,3289,6,6,6,532,532,532
proteins_8388608,1707,32,36,8780,5,5,5,12,12,12
realDNA_8388608,2927,6,115,4217,5,5,5,11,11,11
english_8388608,1607,6,19,10,4,4,4,12,12,12
DNA_16777216,49630,38,346,37521,20,20,20,30,30,30
proteins_16777216,7649,782,1155,38095,252,252,252,143,143,143
